,0
Name,"HEARTLAND FINANCIAL USA, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Mar 31, 2017"
Insider Percentage,8.13%
Institution Percentage,62.53%
