,0
Name,UTSTARCOM HOLDINGS CORP.
Currency,USD
Sector,Technology
Industry,Communication Equipment
Country,HK
IPO,"Mar 3, 2000"
Insider Percentage,66.90%
Institution Percentage,3.69%
