,0
Name,KKR REAL ESTATE FINANCE TRUST INC.
Currency,USD
Sector,Real Estate
Industry,REIT—Mortgage
Country,US
IPO,"May 5, 2017"
Insider Percentage,1.31%
Institution Percentage,82.91%
