,0
Name,CHINA LIBERAL EDUCATION HOLDINGS LIMITED
Currency,USD
Sector,Consumer Defensive
Industry,Education & Training Services
Country,CN
IPO,"May 6, 2020"
Insider Percentage,31.20%
Institution Percentage,1.49%
