,0
Name,"BERKSHIRE HILLS BANCORP, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Jun 28, 2000"
Insider Percentage,1.11%
Institution Percentage,83.57%
