,0
Name,MARLIN TECHNOLOGY CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Jan 13, 2021"
Insider Percentage,- -
Institution Percentage,12.48%
