,0
Name,"LANDSTAR SYSTEM, INC."
Currency,USD
Sector,Industrials
Industry,Integrated Freight & Logistics
Country,US
IPO,"Mar 5, 1993"
Insider Percentage,1.02%
Institution Percentage,101.89%
