,0
Name,ON TRACK INNOVATIONS LTD.
Currency,USD
Sector,Industrials
Industry,Business Equipment & Supplies
Country,IL
IPO,"Jun 21, 2001"
Insider Percentage,41.04%
Institution Percentage,- -
