,0
Name,CATALYST PARTNERS ACQUISITION CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"May 13, 2021"
Insider Percentage,- -
Institution Percentage,28.96%
