,0
Name,GLORY STAR NEW MEDIA GROUP HOLDINGS LIMITED
Currency,USD
Sector,Communication Services
Industry,Advertising Agencies
Country,CN
IPO,"Aug 16, 2018"
Insider Percentage,41.68%
Institution Percentage,10.66%
