,0
Name,"CSG SYSTEMS INTERNATIONAL, INC."
Currency,USD
Sector,Technology
Industry,Software—Infrastructure
Country,US
IPO,"Feb 28, 1996"
Insider Percentage,3.36%
Institution Percentage,96.59%
