,0
Name,"SINGULAR GENOMICS SYSTEMS, INC."
Currency,USD
Sector,Healthcare
Industry,Medical Instruments & Supplies
Country,US
IPO,"May 27, 2021"
Insider Percentage,19.89%
Institution Percentage,68.34%
