,0
Name,SOTHERLY HOTELS INC.
Currency,USD
Sector,Real Estate
Industry,REIT—Hotel & Motel
Country,US
IPO,"Apr 23, 2019"
Insider Percentage,8.82%
Institution Percentage,5.61%
