,0
Name,"PEOPLE'S UNITED FINANCIAL, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Oct 25, 2016"
Insider Percentage,- -
Institution Percentage,26.71%
