,0
Name,"FIRST HIGH-SCHOOL EDUCATION GROUP CO., LTD."
Currency,USD
Sector,Consumer Defensive
Industry,Education & Training Services
Country,CN
IPO,"Mar 11, 2021"
Insider Percentage,- -
Institution Percentage,1.17%
