,0
Name,"FRANCHISE GROUP, INC."
Currency,USD
Sector,Consumer Cyclical
Industry,Specialty Retail
Country,US
IPO,"Sep 21, 2020"
Insider Percentage,- -
Institution Percentage,35.06%
