,0
Name,"ANNALY CAPITAL MANAGEMENT, INC."
Currency,USD
Sector,Real Estate
Industry,REIT—Mortgage
Country,US
IPO,"Oct 8, 1997"
Insider Percentage,0.29%
Institution Percentage,43.37%
