,0
Name,"THE BOSTON BEER COMPANY, INC."
Currency,USD
Sector,Consumer Defensive
Industry,Beverages—Brewers
Country,US
IPO,"Nov 21, 1995"
Insider Percentage,8.47%
Institution Percentage,75.40%
