,0
Name,OCEAN THERMAL ENERGY CORPORATION
Currency,USD
Sector,Utilities
Industry,Utilities—Renewable
Country,US
IPO,"Dec 4, 2006"
Insider Percentage,5.41%
Institution Percentage,- -
