,0
Name,"SANDY SPRING BANCORP, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Jan 16, 1976"
Insider Percentage,3.06%
Institution Percentage,68.42%
