,0
Name,"PROTARA THERAPEUTICS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Oct 22, 2014"
Insider Percentage,15.73%
Institution Percentage,65.71%
