,0
Name,MARLIN TECHNOLOGY CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Mar 5, 2021"
Insider Percentage,- -
Institution Percentage,86.98%
