,0
Name,TECH AND ENERGY TRANSITION CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Mar 12, 2021"
Insider Percentage,- -
Institution Percentage,13.71%
