,0
Name,"LAKE SHORE BANCORP, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Apr 4, 2006"
Insider Percentage,67.66%
Institution Percentage,6.77%
