,0
Name,NATIONAL FUEL GAS COMPANY
Currency,USD
Sector,Energy
Industry,Oil & Gas Integrated
Country,US
IPO,"Jul 25, 1955"
Insider Percentage,1.44%
Institution Percentage,75.71%
