,0
Name,"THE GEO GROUP, INC."
Currency,USD
Sector,Real Estate
Industry,REIT—Healthcare Facilities
Country,US
IPO,"Mar 20, 2007"
Insider Percentage,3.59%
Institution Percentage,82.08%
