,0
Name,PROASSURANCE CORPORATION
Currency,USD
Sector,Financial Services
Industry,Insurance—Property & Casualty
Country,US
IPO,"Sep 4, 1991"
Insider Percentage,1.40%
Institution Percentage,86.50%
