,0
Name,MOUNTAIN CREST ACQUISITION CORP. III
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Jun 17, 2021"
Insider Percentage,17.96%
Institution Percentage,76.24%
