,0
Name,INMED PHARMACEUTICALS INC.
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,CA
IPO,"Jun 19, 2020"
Insider Percentage,0.84%
Institution Percentage,6.02%
