,0
Name,THE E.W. SCRIPPS COMPANY
Currency,USD
Sector,Communication Services
Industry,Broadcasting
Country,US
IPO,"Jun 28, 1988"
Insider Percentage,17.84%
Institution Percentage,79.47%
