,0
Name,EBANG INTERNATIONAL HOLDINGS INC.
Currency,USD
Sector,Technology
Industry,Computer Hardware
Country,CN
IPO,"Jun 26, 2020"
Insider Percentage,7.09%
Institution Percentage,20.97%
