,0
Name,AMERICAN ACQUISITION OPPORTUNITY INC.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Apr 29, 2021"
Insider Percentage,0.11%
Institution Percentage,74.43%
