,0
Name,"FRONTIER COMMUNICATIONS PARENT, INC."
Currency,USD
Sector,Communication Services
Industry,Telecom Services
Country,US
IPO,"May 4, 2021"
Insider Percentage,0.26%
Institution Percentage,94.77%
