,0
Name,STELLUS CAPITAL INVESTMENT CORPORATION
Currency,USD
Sector,Financial Services
Industry,Asset Management
Country,US
IPO,"Aug 11, 2012"
Insider Percentage,5.38%
Institution Percentage,18.23%
