,0
Name,"NRG ENERGY, INC."
Currency,USD
Sector,Utilities
Industry,Utilities—Independent Power Producers
Country,US
IPO,"Mar 25, 2004"
Insider Percentage,0.87%
Institution Percentage,99.00%
