,0
Name,THE LIBERTY SIRIUSXM GROUP
Currency,USD
Sector,Communication Services
Industry,Broadcasting
Country,US
IPO,"Apr 18, 2016"
Insider Percentage,10.59%
Institution Percentage,84.83%
