,0
Name,PRIMAVERA CAPITAL ACQUISITION CORPORATION
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,HK
IPO,"Mar 15, 2021"
Insider Percentage,- -
Institution Percentage,59.35%
