,0
Name,"NATURAL GROCERS BY VITAMIN COTTAGE, INC."
Currency,USD
Sector,Consumer Defensive
Industry,Grocery Stores
Country,US
IPO,"Jul 25, 2012"
Insider Percentage,53.37%
Institution Percentage,33.35%
