,0
Name,"PROCAPS GROUP, S.A."
Currency,USD
Sector,Healthcare
Industry,Drug Manufacturers—Specialty & Generic
Country,LU
IPO,"Dec 9, 2019"
Insider Percentage,84.68%
Institution Percentage,3.56%
