,0
Name,"ORANGE COUNTY BANCORP, INC."
Currency,USD
Sector,Financial Services
Industry,Banks—Regional
Country,US
IPO,"Jan 3, 2000"
Insider Percentage,26.06%
Institution Percentage,39.44%
