,0
Name,WELSBACH TECHNOLOGY METALS ACQUISITION CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Jan 21, 2022"
Insider Percentage,22.35%
Institution Percentage,11.28%
