,0
Name,DADA NEXUS LIMITED
Currency,USD
Sector,Consumer Cyclical
Industry,Internet Retail
Country,CN
IPO,"Jun 5, 2020"
Insider Percentage,3.04%
Institution Percentage,25.60%
