,0
Name,"GULF RESOURCES, INC."
Currency,USD
Sector,Basic Materials
Industry,Specialty Chemicals
Country,CN
IPO,"Oct 27, 2009"
Insider Percentage,36.84%
Institution Percentage,5.07%
