,0
Name,ATLANTICUS HOLDINGS CORPORATION
Currency,USD
Sector,Financial Services
Industry,Credit Services
Country,US
IPO,"Apr 23, 1999"
Insider Percentage,66.66%
Institution Percentage,17.90%
