,0
Name,"ECOARK HOLDINGS, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas Integrated
Country,US
IPO,"Feb 11, 2010"
Insider Percentage,8.69%
Institution Percentage,23.35%
