,0
Name,AMERICAN WOODMARK CORPORATION
Currency,USD
Sector,Consumer Cyclical
Industry,"Furnishings, Fixtures & Appliances"
Country,US
IPO,"Jul 18, 1986"
Insider Percentage,1.36%
Institution Percentage,94.92%
