,0
Name,"VIDLER WATER RESOURCES, INC."
Currency,USD
Sector,Utilities
Industry,Utilities—Regulated Water
Country,US
IPO,"Mar 21, 1991"
Insider Percentage,1.70%
Institution Percentage,53.42%
