,0
Name,"UFP TECHNOLOGIES, INC."
Currency,USD
Sector,Healthcare
Industry,Medical Devices
Country,US
IPO,"Aug 10, 1999"
Insider Percentage,9.35%
Institution Percentage,84.47%
