,0
Name,INTEGRATED MEDIA TECHNOLOGY LIMITED
Currency,USD
Sector,Technology
Industry,Electronic Components
Country,AU
IPO,"Aug 3, 2017"
Insider Percentage,28.57%
Institution Percentage,0.48%
