,0
Name,THUNDER ENERGIES CORPORATION
Currency,USD
Sector,Industrials
Industry,Drug Manufacturers—Specialty & Generic
Country,US
IPO,"Dec 4, 2014"
Insider Percentage,78.59%
Institution Percentage,0.01%
