,0
Name,"INTERNATIONAL SEAWAYS, INC."
Currency,USD
Sector,Energy
Industry,Oil & Gas Midstream
Country,US
IPO,"Nov 16, 2016"
Insider Percentage,1.38%
Institution Percentage,82.45%
