,0
Name,COMPASS DIGITAL ACQUISITION CORP.
Currency,USD
Sector,Financial Services
Industry,Shell Companies
Country,US
IPO,"Oct 15, 2021"
Insider Percentage,- -
Institution Percentage,38.79%
