,0
Name,"CSW INDUSTRIALS, INC."
Currency,USD
Sector,Industrials
Industry,Specialty Industrial Machinery
Country,US
IPO,"Sep 16, 2015"
Insider Percentage,5.58%
Institution Percentage,77.70%
