,0
Name,"INDAPTUS THERAPEUTICS, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Aug 4, 2015"
Insider Percentage,34.10%
Institution Percentage,22.54%
