,0
Name,EXTERRAN CORPORATION
Currency,USD
Sector,Energy
Industry,Oil & Gas Equipment & Services
Country,US
IPO,"Oct 23, 2015"
Insider Percentage,7.51%
Institution Percentage,64.32%
