,0
Name,"COGENT COMMUNICATIONS HOLDINGS, INC."
Currency,USD
Sector,Communication Services
Industry,Telecom Services
Country,US
IPO,"Feb 5, 2002"
Insider Percentage,12.02%
Institution Percentage,87.61%
