,0
Name,MERCER INTERNATIONAL INC.
Currency,USD
Sector,Basic Materials
Industry,Paper & Paper Products
Country,CA
IPO,"Jul 20, 1988"
Insider Percentage,39.04%
Institution Percentage,52.64%
