,0
Name,EMERGENT BIOSOLUTIONS INC.
Currency,USD
Sector,Healthcare
Industry,Drug Manufacturers—Specialty & Generic
Country,US
IPO,"Nov 15, 2006"
Insider Percentage,10.56%
Institution Percentage,87.60%
