,0
Name,FEDERAL NATIONAL MORTGAGE ASSOCIATION
Currency,USD
Sector,Financial Services
Industry,Mortgage Finance
Country,US
IPO,"Mar 17, 1980"
Insider Percentage,0.00%
Institution Percentage,3.46%
