,0
Name,SILENCE THERAPEUTICS PLC
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,GB
IPO,"Sep 8, 2020"
Insider Percentage,9.23%
Institution Percentage,34.70%
