,0
Name,"XENETIC BIOSCIENCES, INC."
Currency,USD
Sector,Healthcare
Industry,Biotechnology
Country,US
IPO,"Nov 7, 2016"
Insider Percentage,5.41%
Institution Percentage,10.87%
