,0
Name,HYCROFT MINING HOLDING CORPORATION
Currency,USD
Sector,Basic Materials
Industry,Gold
Country,US
IPO,"Feb 8, 2018"
Insider Percentage,24.04%
Institution Percentage,21.68%
