,0
Name,"ELECTRONIC SYSTEMS TECHNOLOGY, INC."
Currency,USD
Sector,Technology
Industry,Communication Equipment
Country,US
IPO,"Mar 17, 1999"
Insider Percentage,44.50%
Institution Percentage,- -
