,0
Name,VODAFONE GROUP PUBLIC LIMITED COMPANY
Currency,USD
Sector,Communication Services
Industry,Telecom Services
Country,GB
IPO,"Mar 8, 2001"
Insider Percentage,0.00%
Institution Percentage,8.90%
